SUMLEV,STATE,COUNTY,STNAME,CTYNAME,TOT_POP,WP,nwpp
50,54,89,West Virginia,Summers County,13137,12272,0.065844561
50,54,91,West Virginia,Taylor County,16930,16435,0.029238039
50,54,93,West Virginia,Tucker County,7089,6965,0.017491889
50,54,95,West Virginia,Tyler County,8958,8822,0.01518196
50,54,97,West Virginia,Upshur County,24727,24075,0.026367938
50,54,99,West Virginia,Wayne County,41211,40411,0.019412293
50,54,101,West Virginia,Webster County,8635,8473,0.018760857
50,54,103,West Virginia,Wetzel County,15777,15485,0.018507955
50,54,105,West Virginia,Wirt County,5804,5694,0.018952447
50,54,107,West Virginia,Wood County,86335,83145,0.036949094
50,54,109,West Virginia,Wyoming County,22177,21716,0.020787302
50,55,1,Wisconsin,Adams County,20028,18820,0.060315558
50,55,3,Wisconsin,Ashland County,15804,13275,0.160022779
50,55,5,Wisconsin,Barron County,45367,43506,0.041021006
50,55,7,Wisconsin,Bayfield County,14976,12874,0.140357906
50,55,9,Wisconsin,Brown County,257856,228652,0.113257012
50,55,11,Wisconsin,Buffalo County,13245,12950,0.022272556
50,55,13,Wisconsin,Burnett County,15142,13907,0.08156122
50,55,15,Wisconsin,Calumet County,49818,47405,0.048436308
50,55,17,Wisconsin,Chippewa County,63421,60353,0.048375144
50,55,19,Wisconsin,Clark County,34358,33495,0.025117876
50,55,21,Wisconsin,Columbia County,56682,54267,0.042606118
50,55,23,Wisconsin,Crawford County,16328,15666,0.040543851
50,55,25,Wisconsin,Dane County,523000,447978,0.143445507
50,55,27,Wisconsin,Dodge County,87816,83065,0.054101758
50,55,29,Wisconsin,Door County,27311,26480,0.0304273
50,55,31,Wisconsin,Douglas County,43495,40569,0.0672721
50,55,33,Wisconsin,Dunn County,44267,41865,0.05426164
50,55,35,Wisconsin,Eau Claire County,102080,94416,0.07507837
50,55,37,Wisconsin,Florence County,4338,4207,0.030198248
50,55,39,Wisconsin,Fond du Lac County,101955,96605,0.052474131
50,55,41,Wisconsin,Forest County,9004,7271,0.192470013
50,55,43,Wisconsin,Grant County,52071,50306,0.033896027
50,55,45,Wisconsin,Green County,36931,35936,0.026942135
50,55,47,Wisconsin,Green Lake County,18698,18165,0.028505723
50,55,49,Wisconsin,Iowa County,23585,22984,0.025482298
50,55,51,Wisconsin,Iron County,5727,5543,0.032128514
50,55,53,Wisconsin,Jackson County,20524,18232,0.111674138
50,55,55,Wisconsin,Jefferson County,84488,81408,0.036454881
50,55,57,Wisconsin,Juneau County,26307,24793,0.057551222
50,55,59,Wisconsin,Kenosha County,167910,147176,0.123482818
50,55,61,Wisconsin,Kewaunee County,20324,19793,0.026126747
50,55,63,Wisconsin,La Crosse County,117699,108148,0.081147673
50,55,65,Wisconsin,Lafayette County,16791,16411,0.022631171
50,55,67,Wisconsin,Langlade County,19048,18279,0.040371693
50,55,69,Wisconsin,Lincoln County,27867,27023,0.030286719
50,55,71,Wisconsin,Manitowoc County,79483,75046,0.055823258
50,55,73,Wisconsin,Marathon County,135314,123711,0.085748703
50,55,75,Wisconsin,Marinette County,40649,39414,0.030382051
50,55,77,Wisconsin,Marquette County,15119,14630,0.032343409
50,55,78,Wisconsin,Menominee County,4509,522,0.884231537
50,55,79,Wisconsin,Milwaukee County,958421,621430,0.351610618
50,55,81,Wisconsin,Monroe County,45322,42954,0.052248356
50,55,83,Wisconsin,Oconto County,37472,36202,0.033891973
50,55,85,Wisconsin,Oneida County,35303,34016,0.036455825
50,55,87,Wisconsin,Outagamie County,183328,168193,0.082556947
50,55,89,Wisconsin,Ozaukee County,87932,83132,0.054587636
50,55,91,Wisconsin,Pepin County,7237,7093,0.019897748
50,55,93,Wisconsin,Pierce County,41069,39543,0.03715698
50,55,95,Wisconsin,Polk County,43218,41832,0.032069971
50,55,97,Wisconsin,Portage County,70520,66474,0.057373795
50,55,99,Wisconsin,Price County,13578,13045,0.039254677
50,55,101,Wisconsin,Racine County,194672,163447,0.160398003
50,55,103,Wisconsin,Richland County,17574,17092,0.027426881
50,55,105,Wisconsin,Rock County,161006,146170,0.092145634
50,55,107,Wisconsin,Rusk County,14124,13679,0.031506655
50,55,109,Wisconsin,St. Croix County,87129,83881,0.037278059
50,55,111,Wisconsin,Sauk County,63271,60526,0.043384805
50,55,113,Wisconsin,Sawyer County,16288,12721,0.21899558
50,55,115,Wisconsin,Shawano County,41051,36502,0.110813378
50,55,117,Wisconsin,Sheboygan County,115196,104432,0.093440744
50,55,119,Wisconsin,Taylor County,20314,19909,0.019936989
50,55,121,Wisconsin,Trempealeau County,29441,28492,0.032233959
50,55,123,Wisconsin,Vernon County,30317,29644,0.022198766
50,55,125,Wisconsin,Vilas County,21447,18497,0.137548375
50,55,127,Wisconsin,Walworth County,102475,98290,0.040839229
50,55,129,Wisconsin,Washburn County,15522,14875,0.041682773
50,55,131,Wisconsin,Washington County,133906,128596,0.039654683
50,55,133,Wisconsin,Waukesha County,396237,370227,0.065642532
50,55,135,Wisconsin,Waupaca County,51680,50303,0.026644737
50,55,137,Wisconsin,Waushara County,23959,22864,0.045703076
50,55,139,Wisconsin,Winnebago County,169246,156985,0.072444844
50,55,141,Wisconsin,Wood County,73350,69791,0.048520791
50,56,1,Wyoming,Albany County,37960,34706,0.085721812
50,56,3,Wyoming,Big Horn County,11945,11478,0.039095856
50,56,5,Wyoming,Campbell County,49258,46752,0.050874985
50,56,7,Wyoming,Carbon County,15613,14732,0.056427336
50,56,9,Wyoming,Converse County,14297,13706,0.041337343
50,56,11,Wyoming,Crook County,7435,7192,0.032683255
50,56,13,Wyoming,Fremont County,40219,29922,0.256023273
50,56,15,Wyoming,Goshen County,13542,12996,0.040319008
50,56,17,Wyoming,Hot Springs County,4716,4523,0.040924512
50,56,19,Wyoming,Johnson County,8611,8215,0.04598769
50,56,21,Wyoming,Laramie County,96969,89190,0.080221514
50,56,23,Wyoming,Lincoln County,18747,18112,0.033872086
50,56,25,Wyoming,Natrona County,82137,77350,0.058280677
50,56,27,Wyoming,Niobrara County,2496,2382,0.045673077
50,56,29,Wyoming,Park County,28928,27832,0.037887168
50,56,31,Wyoming,Platte County,8798,8472,0.037053876
50,56,33,Wyoming,Sheridan County,29883,28482,0.046882843
50,56,35,Wyoming,Sublette County,10044,9654,0.038829152
50,56,37,Wyoming,Sweetwater County,44719,42180,0.056776762
50,56,39,Wyoming,Teton County,23047,22012,0.044908231
50,56,41,Wyoming,Uinta County,20763,19865,0.043250012
50,56,43,Wyoming,Washakie County,8278,7847,0.052065716
50,56,45,Wyoming,Weston County,7208,6835,0.051748058
